source_image,crop_image,status,text,bbox_xyxy,note
L3I_IMG_0009.jpg,crops/L3I_IMG_0009_r1.png,ok,វីឡា ឃ្វីន,"[1677, 1166, 2484, 1492]",
L3I_IMG_0009.jpg,crops/L3I_IMG_0009_r2.png,ok,បង់តិចជាងមុន,"[1758, 1714, 2141, 1834]",
L3I_IMG_0009.jpg,crops/L3I_IMG_0009_r3.png,ok,ឥតការប្រាក់យូរជាងមុន,"[1869, 1807, 2450, 1939]",
L3I_IMG_0010.jpg,crops/L3I_IMG_0010_r1.png,ok,ហ្សប ហៅស៍,"[1612, 1662, 2419, 1958]",
L3I_IMG_0010.jpg,crops/L3I_IMG_0010_r2.png,ok,ទិញភ្លាម,"[1262, 2972, 1865, 3271]",
L3I_IMG_0010.jpg,crops/L3I_IMG_0010_r3.png,ok,ចូលប្រកបអាជីវកម្មភ្លាម,"[869, 3201, 2487, 3587]",
L3I_IMG_0011.jpg,crops/L3I_IMG_0011_r1.png,ok,ជីប ម៉ុង លែន,"[645, 1740, 2463, 2395]",
L3I_IMG_0011.jpg,crops/L3I_IMG_0011_r2.png,ok,គម្រោង ផាក លែន,"[460, 2290, 2066, 2741]",
L3I_IMG_0012.jpg,crops/L3I_IMG_0012_r1.png,ok,ទីតាំង ជួលបើកអាជីវកម្ម,"[522, 1649, 2850, 2122]",
L3I_IMG_0013.jpg,crops/L3I_IMG_0013_r1.png,ok,សូមមេត្តាបន្ថយល្បឿន,"[442, 1959, 2506, 2385]",
L3I_IMG_0014.jpg,crops/L3I_IMG_0014_r1.png,ok,សាលាចំណេះទូទៅប្រាយឡាញ,"[798, 807, 1389, 897]",
L3I_IMG_0014.jpg,crops/L3I_IMG_0014_r2.png,ok,បញ្ចុះតម្លៃរហូតដល់,"[1351, 1013, 1789, 1198]",
L3I_IMG_0014.jpg,crops/L3I_IMG_0014_r3.png,ok,សម្រាប់,"[1575, 1507, 1749, 1598]",
L3I_IMG_0014.jpg,crops/L3I_IMG_0014_r4.png,ok,៥០នាក់,"[1583, 1526, 1934, 1703]",
L3I_IMG_0014.jpg,crops/L3I_IMG_0014_r5.png,ok,ចុងក្រោយ,"[1766, 1641, 1912, 1707]",
L3I_IMG_0014.jpg,crops/L3I_IMG_0014_r6.png,ok,រយៈពេល ៥ឆ្នាំ,"[1937, 1351, 2250, 1497]",
L3I_IMG_0014.jpg,crops/L3I_IMG_0014_r7.png,ok,បើកទទួលចុះ,"[672, 1214, 1294, 1389]",
L3I_IMG_0014.jpg,crops/L3I_IMG_0014_r8.png,ok,ឈ្មោះចូលរៀន,"[697, 1353, 1389, 1547]",
L3I_IMG_0014.jpg,crops/L3I_IMG_0014_r9.png,ok,បុរីប្រាយឡាញ អគារលេខ A1-A5 តាមបណ្ដោយផ្លូវព្រៃស,"[747, 1668, 1531, 1775]",
L3I_IMG_0014.jpg,crops/L3I_IMG_0014_r10.png,ok,សង្កាត់ដង្កោ ខណ្ឌដង្កោ រាជធានីភ្នំពេញ,"[753, 1743, 1303, 1831]",
L3I_IMG_0015.jpg,crops/L3I_IMG_0015_r1.png,ok,ស្ទីមសោណាបុរសនារី,"[1363, 889, 1981, 1187]",
L3I_IMG_0015.jpg,crops/L3I_IMG_0015_r2.png,ok,ម៉ាស្សា ស្ប៉ា បុរសនារី,"[1373, 1279, 1998, 1578]",
L3I_IMG_0015.jpg,crops/L3I_IMG_0015_r3.png,ok,បុរសនារី,"[1650, 1686, 2008, 1964]",
L3I_IMG_0015.jpg,crops/L3I_IMG_0015_r4.png,ok,សាឡន,"[1388, 2070, 2013, 2334]",
L3I_IMG_0016.jpg,crops/L3I_IMG_0016_r1.png,ok,ជាង ភ័ក្រ,"[851, 613, 1492, 836]",
L3I_IMG_0016.jpg,crops/L3I_IMG_0016_r2.png,ok,ជួសជុលម៉ូតូគ្រប់សេរី,"[868, 821, 1471, 947]",
L3I_IMG_0016.jpg,crops/L3I_IMG_0016_r3.png,ok,ផ្សារដែក,"[1235, 932, 1450, 1024]",
L3I_IMG_0016.jpg,crops/L3I_IMG_0016_r4.png,ok,ផ្សារជ័រ,"[1222, 1022, 1394, 1113]",
L3I_IMG_0016.jpg,crops/L3I_IMG_0016_r5.png,ok,បាញ់ថ្នាំម៉ូតូ,"[1235, 1111, 1471, 1211]",
L3I_IMG_0016.jpg,crops/L3I_IMG_0016_r6.png,ok,សង់ត្រេ,"[1235, 1222, 1389, 1293]",
L3I_IMG_0017.jpg,crops/L3I_IMG_0017_r1.png,ok,ខ្លាំង ឆ្ងាញ់!,"[1716, 528, 1938, 657]",
L3I_IMG_0017.jpg,crops/L3I_IMG_0017_r2.png,ok,លាងកង់បី និងម៉ូតូ,"[685, 731, 1057, 854]",
L3I_IMG_0018.jpg,crops/L3I_IMG_0018_r1.png,ok,ផ្លូវព្រៃសរ កែងស្តុបចំការដូង,"[1522, 1153, 1955, 1238]",
L3I_IMG_0018.jpg,crops/L3I_IMG_0018_r2.png,ok,អៀង គីមហេង,"[1522, 779, 1954, 941]",
L3I_IMG_0018.jpg,crops/L3I_IMG_0018_r3.png,ok,ជាងក្រឡឹង និងផ្សារ,"[1519, 908, 1957, 1056]",
L3I_IMG_0018.jpg,crops/L3I_IMG_0018_r4.png,ok,ដែកគ្រប់ប្រភេទ,"[1550, 1023, 1918, 1177]",
L3I_IMG_0019.jpg,crops/L3I_IMG_0019_r1.png,ok,យានដ្ឋាន ចំការដូង,"[369, 794, 791, 954]",
L3I_IMG_0019.jpg,crops/L3I_IMG_0019_r2.png,ok,លាងរថយន្ត,"[245, 857, 634, 1025]",
L3I_IMG_0019.jpg,crops/L3I_IMG_0019_r3.png,ok,2 ថែម​ 1,"[267, 942, 545, 1089]",
L3I_IMG_0019.jpg,crops/L3I_IMG_0019_r4.png,ok,យានដ្ឋាន ចំការដូង,"[596, 334, 1202, 628]",
L3I_IMG_0019.jpg,crops/L3I_IMG_0019_r5.png,ok,ជួសជុលរថយន្ត ប្តូរប្រេងម៉ាស៊ីន លក់សំបកកង់រថយន្ត,"[325, 414, 1384, 779]",
L3I_IMG_0019.jpg,crops/L3I_IMG_0019_r6.png,ok,លាងរថយន្ត,"[1981, 384, 2655, 848]",
L3I_IMG_0019.jpg,crops/L3I_IMG_0019_r7.png,ok,ជួសជុល និងប្តូរប្រេងម៉ាស៊ីន,"[2006, 727, 2502, 913]",
L3I_IMG_0020.jpg,crops/L3I_IMG_0020_r1.png,ok,បន្ថយល្បឿន,"[1262, 1050, 1537, 1190]",
L3I_IMG_0021.jpg,crops/L3I_IMG_0021_r1.png,ok,បណ្ណាគារ,"[1583, 1954, 1846, 2057]",
L3I_IMG_0021.jpg,crops/L3I_IMG_0021_r2.png,ok,ឡើងទៅ,"[3012, 1975, 3401, 2193]",
L3I_IMG_0021.jpg,crops/L3I_IMG_0021_r3.png,ok,ឡាវីន,"[1598, 2043, 1820, 2149]",
L3I_IMG_0021.jpg,crops/L3I_IMG_0021_r4.png,ok,៛,"[3173, 1838, 3273, 1974]",
L3I_IMG_0022.jpg,crops/L3I_IMG_0022_r1.png,ok,តៀមសាច់គោអាំងទិនហ្វី,"[871, 1260, 1996, 1910]",
L3I_IMG_0023.jpg,crops/L3I_IMG_0023_r1.png,ok,គ្រឹះស្ថានមីក្រូហិរញ្ញវត្ថុ មហានគរ ម.ក,"[1681, 849, 2696, 1184]",
L3I_IMG_0023.jpg,crops/L3I_IMG_0023_r2.png,ok,មាន,"[1334, 1372, 1526, 1494]",
L3I_IMG_0023.jpg,crops/L3I_IMG_0023_r3.png,ok,មហានគរ ម៉ូបាល,"[1521, 1345, 2414, 1664]",
L3I_IMG_0023.jpg,crops/L3I_IMG_0023_r4.png,ok,ក្នុងដៃ,"[2389, 1527, 2619, 1731]",
L3I_IMG_0023.jpg,crops/L3I_IMG_0023_r5.png,ok,ស្កេន,"[1432, 1527, 1647, 1742]",
L3I_IMG_0023.jpg,crops/L3I_IMG_0023_r6.png,ok,ទូទាត់ទីណាក៏បាន,"[1936, 1622, 2532, 1901]",
L3I_IMG_0024.jpg,crops/L3I_IMG_0024_r1.png,ok,ផលិតផលមួយទឹកគុណភាពខ្ពស់លេខ១ នាំចូលពីប្រទេសជប៉ុន,"[816, 2220, 2270, 2350]",
L3I_IMG_0024.jpg,crops/L3I_IMG_0024_r2.png,ok,ខូហ្គិ ហ្វេកតូរី,"[1289, 2334, 1866, 2492]",
L3I_IMG_0025.jpg,crops/L3I_IMG_0025_r1.png,ok,ធីតា,"[1007, 693, 1419, 969]",
L3I_IMG_0025.jpg,crops/L3I_IMG_0025_r2.png,ok,ជួសជុល និងលក់គ្រឿងបន្លាស់កង់បីគ្រប់ប្រភេទ,"[745, 946, 1592, 1147]",
L3I_IMG_0026.jpg,crops/L3I_IMG_0026_r1.png,ok,លក់,"[1487, 1511, 1698, 1667]",
L3I_IMG_0026.jpg,crops/L3I_IMG_0026_r2.png,ok,និងជួសជុល,"[1366, 1665, 1838, 1855]",
L3I_IMG_0026.jpg,crops/L3I_IMG_0026_r3.png,ok,គ្រប់ប្រភេទ,"[1372, 1930, 1822, 2154]",
L3I_IMG_0027.jpg,crops/L3I_IMG_0027_r1.png,ok,ផលិតឡើង,"[672, 729, 914, 820]",
L3I_IMG_0027.jpg,crops/L3I_IMG_0027_r2.png,ok,ដោយភាពជឿជាក់,"[663, 774, 1026, 874]",
L3I_IMG_0028.jpg,crops/L3I_IMG_0028_r1.png,ok,ស៊ី ហ៊ួ ស្រេង,"[1685, 941, 2322, 1111]",
L3I_IMG_0028.jpg,crops/L3I_IMG_0028_r2.png,ok,លក់ថ្នាំលាប U-90 និងគ្រឿងសំណង់គ្រប់ប្រភេទ,"[1561, 1133, 2441, 1257]",
L3I_IMG_0029.jpg,crops/L3I_IMG_0029_r1.png,ok,ជិះ,"[754, 1479, 934, 1617]",
L3I_IMG_0029.jpg,crops/L3I_IMG_0029_r2.png,ok,ជួយអ្នកបើកបរ,"[1228, 1472, 2050, 1662]",
L3I_IMG_0029.jpg,crops/L3I_IMG_0029_r3.png,ok,ម៉ាស៊ីនបឺតផ្សែង និង,"[1130, 2006, 1890, 2199]",
L3I_IMG_0029.jpg,crops/L3I_IMG_0029_r4.png,ok,ចង្រ្កានហ្គាសបង្កប់ម៉ាប,"[1086, 2166, 1916, 2371]",
L3I_IMG_0029.jpg,crops/L3I_IMG_0029_r5.png,ok,រីនណៃ លេខ១នៅជប៉ុន,"[1045, 2464, 1904, 2719]",
L3I_IMG_0030.jpg,crops/L3I_IMG_0030_r1.png,ok,ខេ អាយ អេស,"[1218, 360, 1536, 475]",
L3I_IMG_0030.jpg,crops/L3I_IMG_0030_r2.png,ok,បង់រំលស់,"[1009, 529, 1506, 727]",
L3I_IMG_0030.jpg,crops/L3I_IMG_0030_r3.png,ok,មានត្រឹមតែ,"[1073, 723, 1425, 871]",
L3I_IMG_0030.jpg,crops/L3I_IMG_0030_r4.png,ok,អត្តសញ្ញាណប័ណ្ណ,"[969, 848, 1495, 1012]",
L3I_IMG_0030.jpg,crops/L3I_IMG_0030_r5.png,ok,កូពី ១ សន្លឹក,"[951, 1007, 1484, 1258]",
L3I_IMG_0031.jpg,crops/L3I_IMG_0031_r1.png,ok,ដែកកេះ,"[555, 986, 754, 1091]",
L3I_IMG_0031.jpg,crops/L3I_IMG_0031_r2.png,ok,ហ្គោលស៊ីល,"[526, 1082, 1182, 1343]",
L3I_IMG_0031.jpg,crops/L3I_IMG_0031_r3.png,ok,គុណភាពខ្ពស់លើសគេ,"[1087, 2586, 1599, 2733]",
L3I_IMG_0031.jpg,crops/L3I_IMG_0031_r4.png,ok,ភ្នំពេញ,"[917, 2831, 1107, 2913]",
L3I_IMG_0031.jpg,crops/L3I_IMG_0031_r5.png,ok,គុណភាព,"[603, 1846, 1143, 2069]",
L3I_IMG_0031.jpg,crops/L3I_IMG_0031_r6.png,ok,តំលៃ,"[1260, 1909, 1549, 2105]",
L3I_IMG_0032.jpg,crops/L3I_IMG_0032_r1.png,ok,ការពារជីវិតអ្នក,"[1186, 646, 1410, 729]",
L3I_IMG_0032.jpg,crops/L3I_IMG_0032_r2.png,ok,ពាក់មួកសុវត្ថិភាពឱ្យបានត្រឹមត្រូវ,"[1087, 685, 1487, 792]",
L3I_IMG_0033.jpg,crops/L3I_IMG_0033_r1.png,ok,ផ្តើមសប្បាយ,"[1166, 827, 1545, 947]",
L3I_IMG_0033.jpg,crops/L3I_IMG_0033_r2.png,ok,ជាមួយរសជាតិ និងគុណភាព,"[1179, 922, 1543, 989]",
L3I_IMG_0034.jpg,crops/L3I_IMG_0034_r1.png,ok,អ៊ានរ៉ាវី,"[828, 768, 1275, 924]",
L3I_IMG_0034.jpg,crops/L3I_IMG_0034_r2.png,ok,អ៊ុតកញ្ចក់ឡានប្រេះឬស្រាំ,"[840, 924, 1272, 1013]",
L3I_IMG_0034.jpg,crops/L3I_IMG_0034_r3.png,ok,សាខា អ៊ាន ចិន្តា,"[905, 1007, 1202, 1096]",
L3I_IMG_0034.jpg,crops/L3I_IMG_0034_r4.png,ok,ផ្ទះលេខ142 ផ្លូវ271,"[842, 1337, 1262, 1442]",
L3I_IMG_0035.jpg,crops/L3I_IMG_0035_r1.png,ok,បាយស្រូប,"[733, 1111, 1004, 1219]",
L3I_IMG_0035.jpg,crops/L3I_IMG_0035_r2.png,ok,សាច់ចិញ្ច្រាំ,"[854, 1223, 1106, 1335]",
L3I_IMG_0036.jpg,crops/L3I_IMG_0036_r1.png,ok,បង្កើនភាពស្និទ្ធស្នាល,"[590, 1006, 2224, 1666]",
L3I_IMG_0036.jpg,crops/L3I_IMG_0036_r2.png,ok,គ្រប់ការប្រកួត,"[1731, 1260, 2134, 1476]",
L3I_IMG_0037.jpg,crops/L3I_IMG_0037_r1.png,ok,អបអរសាទរ,"[908, 1400, 1498, 1501]",
L3I_IMG_0037.jpg,crops/L3I_IMG_0037_r2.png,ok,ខួបទី៤៤នៃទិវាជ័យជម្នះ៧មករា,"[537, 1502, 1872, 1685]",
L3I_IMG_0037.jpg,crops/L3I_IMG_0037_r3.png,ok,មានជ័យជម្នះ ៧ មករា ទើបយើងរស់រានមានជីវិតរហូតដល់ថ្ងៃនេះ,"[524, 1853, 2366, 2015]",
L3I_IMG_0038.jpg,crops/L3I_IMG_0038_r1.png,ok,សាលាភាសាបរទេស,"[1127, 813, 1682, 1001]",
L3I_IMG_0038.jpg,crops/L3I_IMG_0038_r2.png,ok,អង់គ្លេស និង ចិន,"[992, 1071, 1624, 1305]",
L3I_IMG_0038.jpg,crops/L3I_IMG_0038_r3.png,ok,រៀននៅទីនេះ,"[885, 2134, 1228, 2255]",
L3I_IMG_0038.jpg,crops/L3I_IMG_0038_r4.png,ok,ទទួលសញ្ញាបត្រ,"[1004, 2262, 1564, 2402]",
L3I_IMG_0038.jpg,crops/L3I_IMG_0038_r5.png,ok,ពីអន្តរជាតិ,"[1376, 2407, 1682, 2535]",
L3I_IMG_0039.jpg,crops/L3I_IMG_0039_r1.png,ok,ជាងក្រឡឹង,"[1064, 1243, 1434, 1400]",
L3I_IMG_0039.jpg,crops/L3I_IMG_0039_r2.png,ok,គួច សុភ័ក្រ,"[969, 1364, 1319, 1524]",
L3I_IMG_0039.jpg,crops/L3I_IMG_0039_r3.png,ok,លក់គ្រឿងបន្លាស់ ជួសជុល,"[1018, 1618, 1467, 1742]",
L3I_IMG_0039.jpg,crops/L3I_IMG_0039_r4.png,ok,និងប្តូរប្រេងម៉ាស៊ីនម៉ូតូគ្រប់ប្រភេទ,"[977, 1701, 1504, 1842]",
L3I_IMG_0040.jpg,crops/L3I_IMG_0040_r1.png,ok,ពេលវេលាល្អ,"[1204, 1110, 1902, 1391]",
L3I_IMG_0040.jpg,crops/L3I_IMG_0040_r2.png,ok,ពេលវេលាជាមួយគ្រុឌ,"[1164, 1345, 2343, 1646]",
L3I_IMG_0040.jpg,crops/L3I_IMG_0040_r3.png,ok,ពេលស្រវឹងសូមក៉ំបើកបរ,"[1312, 1708, 1710, 1793]",
L3I_IMG_0040.jpg,crops/L3I_IMG_0040_r4.png,ok,ខេត្តបាត់ដំបង,"[687, 1764, 887, 1851]",
L3I_IMG_0040.jpg,crops/L3I_IMG_0040_r5.png,ok,កំពង់ឆ្នាំង,"[1068, 1782, 1274, 1873]",
L3I_IMG_0040.jpg,crops/L3I_IMG_0040_r6.png,ok,ចោមចៅ,"[2016, 1817, 2205, 1895]",
L3I_IMG_0040.jpg,crops/L3I_IMG_0040_r7.png,ok,ផ្លូវសហព័ន្ធរុស្សី,"[2396, 1834, 2640, 1928]",
L3I_IMG_0041.jpg,crops/L3I_IMG_0041_r1.png,ok,ស្តើងទន់,"[1225, 1049, 1967, 1346]",
L3I_IMG_0041.jpg,crops/L3I_IMG_0041_r2.png,ok,ស្រូបទឹកច្រើន មានផាសុកភាព,"[767, 1287, 2495, 1588]",
L3I_IMG_0042.jpg,crops/L3I_IMG_0042_r1.png,ok,ចាហ៊ួយដែលសម្បូរ,"[924, 902, 1487, 1048]",
L3I_IMG_0042.jpg,crops/L3I_IMG_0042_r2.png,ok,ទៅដោយវីតាមីនច្រើនមុខ,"[840, 1029, 1562, 1178]",
L3I_IMG_0043.jpg,crops/L3I_IMG_0043_r1.png,ok,មានបន្ទប់សំរាប់ជួល,"[984, 448, 2271, 758]",
L3I_IMG_0043.jpg,crops/L3I_IMG_0043_r2.png,ok,បង្រៀនតាមផ្ទះ,"[2372, 571, 2681, 683]",
L3I_IMG_0044.jpg,crops/L3I_IMG_0044_r1.png,ok,ចិញ្ចើមផ្លូវសំរាប់អ្នកថ្មើរជើងដើរមិនមែន,"[680, 1989, 2701, 2338]",
L3I_IMG_0044.jpg,crops/L3I_IMG_0044_r2.png,ok,ឱ្យអ្នក ថ្មើរជើងដើរតាមដងផ្លូវនោះទេ,"[723, 2212, 2573, 2510]",
L3I_IMG_0045.jpg,crops/L3I_IMG_0045_r1.png,ok,ដេរស្បែកជើង,"[315, 1683, 2676, 2515]",
L3I_IMG_0045.jpg,crops/L3I_IMG_0045_r2.png,ok,វៃសារាស្បែជើង,"[278, 2018, 3450, 3060]",
L3I_IMG_0046.jpg,crops/L3I_IMG_0046_r1.png,ok,ភាពស្មោះត្រង់ក្នុងខ្លួន ដុះភាពស្អាតស្អំក្នុងសង្គម,"[0, 2325, 2224, 2653]",
L3I_IMG_0047.jpg,crops/L3I_IMG_0047_r1.png,ok,ច្រក រថយន្ត កង់បី & កង់,"[540, 449, 1644, 758]",
L3I_IMG_0047.jpg,crops/L3I_IMG_0047_r2.png,ok,ច្រកម៉ូតូ,"[1823, 444, 2298, 693]",
L3I_IMG_0048.jpg,crops/L3I_IMG_0048_r1.png,ok,សាកលវិទ្យាល័យភូមិន្ទភ្នំពេញ,"[1283, 1763, 2457, 1969]",
L3I_IMG_0048.jpg,crops/L3I_IMG_0048_r2.png,ok,ប័ណ្ណផ្ញើម៉ូតូ,"[1547, 1941, 2180, 2138]",
L3I_IMG_0048.jpg,crops/L3I_IMG_0048_r3.png,ok,ផុតកំណត់ម៉ោង ២០:៤៥,"[1403, 2550, 2301, 2708]",
L3I_IMG_0048.jpg,crops/L3I_IMG_0048_r4.png,ok,បាត់បង់មិនទទួលខុសត្រូវ,"[1423, 2691, 2297, 2881]",
L3I_IMG_0049.jpg,crops/L3I_IMG_0049_r1.png,ok,និស្សិតកាហ្វេ,"[1634, 514, 2358, 792]",
L3I_IMG_0049.jpg,crops/L3I_IMG_0049_r2.png,ok,ការិយាល័យសិក្សា,"[1353, 1404, 2202, 1830]",
L3I_IMG_0049.jpg,crops/L3I_IMG_0049_r3.png,ok,អគារ,"[1397, 2334, 1752, 2517]",
L3I_IMG_0050.jpg,crops/L3I_IMG_0050_r1.png,ok,សូមរក្សាយានជំនិះគ្រប់ប្រភេទ,"[1097, 1858, 2202, 2098]",
L3I_IMG_0050.jpg,crops/L3I_IMG_0050_r2.png,ok,ដោយខ្លួនឯង,"[1348, 2066, 1908, 2293]",
L3I_IMG_1001.jpg,crops/L3I_IMG_1001_r1.png,ok,ការពារសាច់ក្រណាត់,"[551, 1854, 2559, 2366]",
L3I_IMG_1001.jpg,crops/L3I_IMG_1001_r2.png,ok,បន្ថែមរហូតដល់,"[508, 2188, 2068, 2657]",
L3I_IMG_1002.jpg,crops/L3I_IMG_1002_r1.png,ok,មុខងារបោកគក់ឆ្លាតវៃស្រប,"[857, 2030, 3264, 2450]",
L3I_IMG_1002.jpg,crops/L3I_IMG_1002_r2.png,ok,តាមប្រភេទសាច់ក្រណាត់,"[828, 2345, 3132, 2802]",
L3I_IMG_1003.jpg,crops/L3I_IMG_1003_r1.png,ok,សន្សំសំចៃអគ្គីសនី,"[864, 2096, 2428, 2670]",
L3I_IMG_1004.jpg,crops/L3I_IMG_1004_r1.png,ok,ផ្ដល់ភាពស្រស់ថ្លា,"[1047, 2682, 2538, 3073]",
L3I_IMG_1004.jpg,crops/L3I_IMG_1004_r2.png,ok,បន្ថែមនូវសេចក្ដីសុខ,"[879, 3064, 2640, 3447]",
L3I_IMG_1004.jpg,crops/L3I_IMG_1004_r3.png,ok,និងផាសុកភាព,"[1084, 3430, 2421, 3770]",
L3I_IMG_1005.jpg,crops/L3I_IMG_1005_r1.png,ok,កង្ហារសាកថ្ម,"[718, 2441, 1695, 2721]",
L3I_IMG_1005.jpg,crops/L3I_IMG_1005_r2.png,ok,៛,"[2037, 2858, 2215, 3066]",
L3I_IMG_1006.jpg,crops/L3I_IMG_1006_r1.png,ok,ស្រាបៀប៉ាត់វាយសើកំប៉ុ,"[424, 1671, 2347, 2025]",
L3I_IMG_1006.jpg,crops/L3I_IMG_1006_r2.png,ok,តំលៃលក់,"[439, 2477, 837, 2655]",
L3I_IMG_1006.jpg,crops/L3I_IMG_1006_r3.png,ok,៛,"[2360, 2567, 2662, 2909]",
L3I_IMG_1006.jpg,crops/L3I_IMG_1006_r4.png,ok,មួយ,"[2710, 2643, 2942, 2832]",
L3I_IMG_1007.jpg,crops/L3I_IMG_1007_r1.png,ok,បញ្ចុះតម្លៃពិសេស,"[182, 1451, 2846, 3550]",
L3I_IMG_1008.jpg,crops/L3I_IMG_1008_r1.png,ok,បញ្ជរទទួលទំនិញត្រឡប់/ប្ដូរទំនិញ,"[395, 2067, 2252, 2347]",
L3I_IMG_1009.jpg,crops/L3I_IMG_1009_r1.png,ok,ដំណាំក្នុងស្រុក,"[542, 835, 1885, 1306]",
L3I_IMG_1009.jpg,crops/L3I_IMG_1009_r2.png,ok,គ្មានកាកសំណល់ថ្នាំសម្លាប់សត្វល្អិត,"[630, 1128, 3242, 1841]",
L3I_IMG_1009.jpg,crops/L3I_IMG_1009_r3.png,ok,ផលិតផលមានគុណភាព,"[630, 1766, 2450, 2362]",
L3I_IMG_1010.jpg,crops/L3I_IMG_1010_r1.png,ok,ស្ពៃចង្កឹះ ខ្ចប់៥០០ ក្រាម,"[593, 1847, 2531, 2435]",
L3I_IMG_1010.jpg,crops/L3I_IMG_1010_r2.png,ok,៛,"[1874, 2741, 2105, 3036]",
L3I_IMG_1011.jpg,crops/L3I_IMG_1011_r1.png,ok,ស្ពៃក្រញ៉ាញ់ ខ្ចប់៥០០ក,"[94, 2543, 2479, 3278]",
L3I_IMG_1011.jpg,crops/L3I_IMG_1011_r2.png,ok,៛,"[1685, 3511, 1951, 3946]",
L3I_IMG_1011.jpg,crops/L3I_IMG_1011_r3.png,ok,តំលៃលក់,"[39, 3158, 305, 3337]",
L3I_IMG_1012.jpg,crops/L3I_IMG_1012_r1.png,ok,ស្រស់,"[556, 2448, 1937, 3792]",
L3I_IMG_1012.jpg,crops/L3I_IMG_1012_r2.png,ok,ពីកសិដ្ឋាន,"[564, 3474, 1585, 4056]",
L3I_IMG_1012.jpg,crops/L3I_IMG_1012_r3.png,ok,មានទំនុកចិត្តលើគុណភាព,"[578, 3841, 2538, 4466]",
L3I_IMG_1013.jpg,crops/L3I_IMG_1013_r1.png,ok,ស្លាកតម្លៃម៉ាក្រូ,"[659, 2902, 2149, 3645]",
L3I_IMG_1014.jpg,crops/L3I_IMG_1014_r1.png,ok,កន្លែងលាងដៃ,"[871, 1986, 2003, 2582]",
L3I_IMG_1015.jpg,crops/L3I_IMG_1015_r1.png,ok,មានទទួលធ្វើនំគ្រប់កម្មវិធី,"[937, 1165, 2846, 1687]",
L3I_IMG_1015.jpg,crops/L3I_IMG_1015_r2.png,ok,ក្នុងតម្លៃពិសេស,"[1253, 1597, 2509, 2039]",
L3I_IMG_1015.jpg,crops/L3I_IMG_1015_r3.png,ok,នំខាប់ខេកបាណាណា,"[450, 3822, 1275, 3979]",
L3I_IMG_1016.jpg,crops/L3I_IMG_1016_r1.png,ok,ដៃគូអាជីវកម្មរបស់អ្នក,"[1132, 1399, 1797, 1548]",
L3I_IMG_1016.jpg,crops/L3I_IMG_1016_r2.png,ok,អារហារសុខភាព,"[1344, 1542, 2677, 1808]",
L3I_IMG_1017.jpg,crops/L3I_IMG_1017_r1.png,ok,ដៃគូអាជីវកម្មរបស់អ្នក,"[842, 798, 1328, 928]",
L3I_IMG_1017.jpg,crops/L3I_IMG_1017_r2.png,ok,គ្មានការប្រើប្រាស់សារធាតុដែល,"[1022, 1055, 2868, 1398]",
L3I_IMG_1017.jpg,crops/L3I_IMG_1017_r3.png,ok,ធ្វើអោយនំរក្សាទុកបានយូរ,"[1150, 1418, 2791, 1735]",
L3I_IMG_1018.jpg,crops/L3I_IMG_1018_r1.png,ok,រោងចក្រផលិតនំគ្រប់ប្រភេទ ម៉ាក្រូ (ខេមបូឌា) បេខឺរី,"[549, 1751, 2618, 2259]",
